ID;Year;Month;Day;DATE;TSU;EQ;Name;Location;Country;Latitude;Longitude;Elevation;Type;Status;Time;VEI;Agent;DEATHS;DEATHS_DESCRIPTION;MISSING;MISSING_DESCRIPTION;INJURIES;INJURIES_DESCRIPTION;DAMAGE_MILLIONS_DOLLARS;DAMAGE_DESCRIPTION;HOUSES_DESTROYED;HOUSES_DESTROYED_DESCRIPTION;TOTAL_DEATHS;TOTAL_DEATHS_DESCRIPTION;TOTAL_MISSING;TOTAL_MISSING_DESCRIPTION;TOTAL_INJURIES;TOTAL_INJURIES_DESCRIPTION;TOTAL_DAMAGE_MILLIONS_DOLLARS;TOTAL_DAMAGE_DESCRIPTION;TOTAL_HOUSES_DESTROYED;TOTAL_HOUSES_DESTROYED_DESCRIPTION
V156;1718;2;1;1718/2/1;;;Pico;Azores;Portugal;38,47;-28,4;2351;Stratovolcano;Historical;D4;2;;2;1;;;;;;;;;2;1;;;;;;;;
V157;1721;5;11;1721/5/11;;;Katla;Iceland-S;Iceland;63,63;-19,05;1512;Subglacial volcano;Historical;D2;5;;;;;;;;;1;;;;;;;;;;1;;
V158;1721;6;22;1721/6/22;;;Asama;Honshu-Japan;Japan;36,4;138,53;2560;Complex volcano;Historical;D1;1;T;15;1;;;;;;;;;15;1;;;;;;;;
V159;1726;2;1;1726/2/1;;;Bardarbunga;Iceland-NE;Iceland;64,63;-17,53;2000;Stratovolcano;Historical;D2;1;;;;;;;;;1;;;;;;;;;;1;;
V160;1727;8;3;1727/8/3;;;Oraefajokull;Iceland-SE;Iceland;64;-16,65;2119;Stratovolcano;Historical;D4;4;F;3;1;;;;;;;;;3;1;;;;;;;;
V161;1729;2;1;1729/2/1;;;Bardarbunga;Iceland-NE;Iceland;64,63;-17,53;2000;Stratovolcano;Historical;D2;1;;;;;;;;;1;;;;;;;;;;1;;
V162;1729;6;30;1729/6/30;;;Krafla;Iceland-NE;Iceland;65,73;-16,78;650;Caldera;Historical;D1;2;;;;;;;;;1;;;;;;;;;;1;;
V163;1730;9;1;1730/9/1;;;Lanzarote;Canary Is;Spain;29,03;-13,63;670;Fissure vent;Historical;D3;2;;;1;;;;;;;;;;1;;;;;;;;
V164;1730;;;;;;Raung;Java;Indonesia;-8,125;114,042;3332;Stratovolcano;Historical;D1;3;M,T;;2;;;;;;;;;;2;;;;;;;;
V165;1730;;;;;;Tseax River Cone;Canada;Canada;55,12;-128,9;609;Pyroclastic cone;Radiocarbon;D4;;G;;1;;;;;;;;;;1;;;;;;;;
V166;1737;5;20;1737/5/20;;;Vesuvius;Italy;Italy;40,821;14,426;1281;Complex volcano;Historical;D2;2;T;2;1;;;;;;2;;;2;1;;;;;;2;;
V167;1741;8;23;1741/8/23;TSU;EQ;Oshima-Oshima;Hokkaido-Japan;Japan;41,5;139,37;737;Stratovolcano;Historical;D4;4;W,S;;;;;;;;;;;1467;4;;;;;;3;871;3
V168;1742;6;15;1742/6/15;;;Cotopaxi;Ecuador;Ecuador;-0,677;-78,436;5911;Stratovolcano;Historical;D2;3;M;;3;;;;;;3;;;;3;;;;;;3;;
V169;1742;12;9;1742/12/9;;;Cotopaxi;Ecuador;Ecuador;-0,677;-78,436;5911;Stratovolcano;Historical;D2;3;M;;3;;;;;;3;;;;3;;;;;;3;;
V170;1749;8;11;1749/8/11;TSU;EQ;Taal;Luzon-Philippines;Philippines;14,002;120,993;400;Stratovolcano;Historical;D1;3;;;1;;;;;;1;;;;1;;;;;;3;;3
V171;1753;10;15;1753/10/15;;;Grimsvotn;Iceland-NE;Iceland;64,42;-17,33;1725;Caldera;Historical;D1;2;;;;;;;;;1;;;;;;;;;;1;;
V172;1754;5;13;1754/5/13;TSU;EQ;Taal;Luzon-Philippines;Philippines;14,002;120,993;400;Stratovolcano;Historical;D1;4;W,T;12;1;;;;;;4;;4;12;1;;;;;;4;;4
V173;1755;10;17;1755/10/17;;;Katla;Iceland-S;Iceland;63,63;-19,05;1512;Subglacial volcano;Historical;D2;4;E;2;1;;;;;;;;;2;1;;;;;;;;
V174;1757;7;9;1757/7/9;;EQ;San Jorge;Azores;Portugal;38,65;-28,08;1053;Fissure vent;Historical;D2;0;S;;;;;;;;;;;1053;4;;;;;;3;;4
V175;1760;9;22;1760/9/22;;;Makian;Halmahera-Indonesia;Indonesia;0,32;127,4;1357;Stratovolcano;Historical;D1;4;M;2000;4;;;;;;;;;2000;4;;;;;;;;
V176;1762;;;;;;Kliuchevskoi;Kamchatka;Russia;56,057;160,638;4835;Stratovolcano;Historical;D1;2;;;1;;;;;;;;;;1;;;;;;;;
V177;1766;4;5;1766/4/5;;;Hekla;Iceland-S;Iceland;63,98;-19,7;1491;Stratovolcano;Historical;D1;4;;;;;;;;;1;;;;;;;;;;1;;
V178;1766;7;20;1766/7/20;;;Mayon;Luzon-Philippines;Philippines;13,257;123,685;2462;Stratovolcano;Historical;D1;3;m;49;1;;;;;;;;;49;1;;;;;;;;
V179;1768;4;4;1768/4/4;;;Cotopaxi;Ecuador;Ecuador;-0,677;-78,436;5911;Stratovolcano;Historical;D2;4;M;;3;;;;;;3;;;;3;;;;;;3;;
V180;1772;5;9;1772/5/9;TSU;;Gamalama;Halmahera-Indonesia;Indonesia;0,8;127,325;1715;Stratovolcano;Historical;D1;3;T;35;1;;;;;;;;;35;1;;;;;;;;
V181;1772;8;12;1772/8/12;;;Papandayan;Java;Indonesia;-7,32;107,73;2665;Stratovolcano;Historical;D2;3;A;2957;4;;;;;;;;3;2957;4;;;;;;;;3
V182;1773;2;2;1773/2/2;;;Gamalama;Halmahera-Indonesia;Indonesia;0,8;127,325;1715;Stratovolcano;Historical;D1;2;I;;2;;;;;;;;;;2;;;;;;;;
V183;1775;8;20;1775/8/20;;;Gamalama;Halmahera-Indonesia;Indonesia;0,8;127,325;1715;Stratovolcano;Historical;D1;3;P,I;1300;4;;;;;;;;;1300;4;;;;;;;;
V184;1775;;;;;;Lokon-Empung;Sulawesi-Indonesia;Indonesia;1,358;124,792;1580;Stratovolcano;Historical;D1;3;;;1;;;;;;;;;;1;;;;;;;;
V185;1778;;;;;;Raikoke;Kuril Is;Russia;48,292;153,25;551;Stratovolcano;Historical;D2;4;T;15;1;;;;;;;;;15;1;;;;;;;;
V186;1779;8;8;1779/8/8;;;Vesuvius;Italy;Italy;40,821;14,426;1281;Complex volcano;Historical;D2;2;;;1;;;;;;;;;;1;;;;;;;;
V187;1779;11;8;1779/11/8;;;Sakura-jima;Kyushu-Japan;Japan;31,58;130,67;1117;Stratovolcano;Historical;D1;4;T,W,I;153;3;;;;;;;;;153;3;;;;;;;;
V188;1780;2;9;1780/2/9;;;Sakura-jima;Kyushu-Japan;Japan;31,58;130,67;1117;Stratovolcano;Historical;D1;4;F;;3;;;;;;;;;;3;;;;;;;;
V189;1780;7;27;1780/7/27;;;Aoga-shima;Izu Is-Japan;Japan;32,45;139,77;423;Stratovolcano;Historical;D4;3;;7;1;;;;;;;;1;7;1;;;;;;;;1
V190;1780;9;9;1780/9/9;TSU;;Sakura-jima;Kyushu-Japan;Japan;31,58;130,67;1117;Stratovolcano;Historical;D1;4;;;;;;;;;;;;;;;;;;;;;
V191;1780;10;31;1780/10/31;TSU;;Sakura-jima;Kyushu-Japan;Japan;31,58;130,67;1117;Stratovolcano;Historical;D1;;;;;;;;;;;;;;;;;;;;;;
V192;1781;4;11;1781/4/11;TSU;;Sakura-jima;Kyushu-Japan;Japan;31,58;130,67;1117;Stratovolcano;Historical;D1;4;W;23;1;;;;;;;;;38;1;;;;;;1;;
V193;1783;7;26;1783/7/26;;;Asama;Honshu-Japan;Japan;36,4;138,53;2560;Complex volcano;Historical;D1;4;F,P,I;1491;4;;;;;;;;;1491;4;;;;;;;;
V194;1784;4;;;;;Grimsvotn;Iceland-NE;Iceland;64,42;-17,33;1725;Caldera;Historical;D1;4;I;9350;4;;;;;;;;;9350;4;;;;;;;;
V195;1784;7;;;;;Sabancaya;Peru;Peru;-15,78;-71,85;5967;Stratovolcano;Historical;D1;;;;;;;;;;1;;;;;;;;;;1;;
V196;1785;4;18;1785/4/18;;;Aoga-shima;Izu Is-Japan;Japan;32,45;139,77;423;Stratovolcano;Historical;D4;3;;135;3;;;;;;;;;135;3;;;;;;;;
V197;1786;;;;;;Dieng Volc Complex;Java;Indonesia;-7,2;109,92;2565;Complex volcano;Historical;D1;2;A;38;1;;;;;;;;2;38;1;;;;;;;;2
V198;1789;;;;;;Oshima;Izu Is-Japan;Japan;34,73;139,38;758;Stratovolcano;Historical;D1;2;T;;1;;;;;;;;;;1;;;;;;;;
V199;1790;11;;;;;Kilauea;Hawaiian Is;United States;19,425;-155,292;1222;Shield volcano;Historical;D1;4;P;5405;4;;;;;;;;;5405;4;;;;;;;;
V200;1792;5;21;1792/5/21;TSU;EQ;Unzen;Kyushu-Japan;Japan;32,75;130,3;1500;Complex volcano;Historical;D1;2;W,A;;1;;;;;;;;;14524;4;;;707;3;;4;6200;4
V201;1794;6;15;1794/6/15;;;Vesuvius;Italy;Italy;40,821;14,426;1281;Complex volcano;Historical;D2;3;M,L,T,G;400;3;;;;;;3;;;400;3;;;;;;3;;
V202;1800;6;24;1800/6/24;;;San Jorge;Azores;Portugal;38,65;-28,08;1053;Fissure vent;Historical;D2;1;L;9;1;;;;;;;;;9;1;;;;;;;;
V203;1800;10;8;1800/10/8;;;Guntur;Java;Indonesia;-7,13;107,83;2249;Complex volcano;Historical;D3;;M;;3;;;;;;;;;;3;;;;;;;;
V204;1800;10;30;1800/10/30;;;Mayon;Luzon-Philippines;Philippines;13,257;123,685;2462;Stratovolcano;Historical;D1;2;;;1;;;;;;;;;;1;;;;;;;;
V205;1800;;;;;;Kieyo;Africa-E;Tanzania;-9,23;33,78;2175;Stratovolcano;Historical;D3;2;L;;3;;;;;;3;;;;3;;;;;;3;;
V206;1800;;;;;;Hualalai;Hawaiian Is;United States;19,692;-155,87;2523;Shield volcano;Historical;D3;0;L;2;1;;;;;;;;;2;1;;;;;;;;
V207;1801;7;;;;;Chokai;Honshu-Japan;Japan;39,08;140,03;2237;Stratovolcano;Historical;D1;2;T;8;1;;;;;;;;;8;1;;;;;;;;
V208;1803;7;4;1803/7/4;;;Asama;Honshu-Japan;Japan;36,4;138,53;2560;Complex volcano;Historical;D1;2;;;1;;;;;;;;;;1;;;;;;;;
V209;1803;11;7;1803/11/7;;;Asama;Honshu-Japan;Japan;36,4;138,53;2560;Complex volcano;Historical;D1;2;;;1;;;;;;;;;;1;;;;;;;;
V210;1804;;;;;;Shikotsu;Hokkaido-Japan;Japan;42,7;141,33;1320;Caldera;Historical;D1;3;;;3;;;;;;;;;;3;;;;;;;;
V211;1805;8;11;1805/8/11;;;Vesuvius;Italy;Italy;40,821;14,426;1281;Complex volcano;Historical;D2;2;;4;1;;;;;;;;;4;1;;;;;;;;
V212;1812;4;27;1812/4/27;;;Soufriere St. Vincent;W Indies;Saint Vincent and the Grenadines;13,33;-61,18;1220;Stratovolcano;Historical;D1;4;T, m;56;2;;;;;;;;;56;2;;;;;;;;
V213;1812;8;6;1812/8/6;;;Awu;Sangihe Is-Indonesia;Indonesia;3,67;125,5;1320;Stratovolcano;Historical;D1;3;P,M;953;3;;;;;;;;;953;3;;;;;;;;
V214;1814;2;1;1814/2/1;;;Mayon;Luzon-Philippines;Philippines;13,257;123,685;2462;Stratovolcano;Historical;D1;4;P,M,E;1200;4;;;;;;;;3;1200;4;;;;;;;;3
V215;1815;4;5;1815/4/5;TSU;;Tambora;Lesser Sunda Is;Indonesia;-8,25;118;2850;Stratovolcano;Historical;D1;7;P,W;10000;4;;;;4;;4;;4;117000;4;;;;4;;4;;4
V216;1816;7;5;1816/7/5;;;Aso;Kyushu-Japan;Japan;32,88;131,1;1592;Caldera;Historical;D1;2;T;1;1;;;;;;;;;1;1;;;;;;;;
V217;1817;1;24;1817/1/24;;;Ijen;Java;Indonesia;-8,058;114,242;2799;Stratovolcano;Historical;D1;2;M;;2;;;;;;;90;2;;2;;;;;;;90;2
V218;1817;;;;;;Raung;Java;Indonesia;-8,125;114,042;3332;Stratovolcano;Historical;D1;4;;;1;;;;;;;;;;1;;;;;;;;
V219;1818;2;5;1818/2/5;;;Colima;Mexico;Mexico;19,514;-103,62;3850;Stratovolcano;Historical;D1;4;;;1;;;;;;;;;;1;;;;;;;;
V220;1819;;;;TSU;;Asuncion;Mariana Is-C Pacific;United States;19,67;145,4;857;Stratovolcano;Historical;D2;;;;;;;;;;;;;;;;;;;;;;
V221;1820;3;1;1820/3/1;TSU;EQ;Westdahl;Aleutian Is;United States;54,52;-164,65;1654;Stratovolcano;Historical;D1;2;;;;;;;;;;;;;;;;;;;;;
V222;1820;6;11;1820/6/11;;;Banda Api;Banda Sea;Pacific Ocean;-4,525;129,871;640;Caldera;Historical;D1;2;;;1;;;;;;;;;;1;;;;;;;;
V223;1822;3;9;1822/3/9;;;Usu;Hokkaido-Japan;Japan;42,53;140,83;731;Stratovolcano;Historical;D1;4;P;50;1;;;53;2;;;;2;50;1;;;53;2;;;;2
V224;1822;10;8;1822/10/8;;;Galunggung;Java;Indonesia;-7,25;108,05;2168;Stratovolcano;Historical;D1;5;P,M;4011;4;;;;;;3;;3;4011;4;;;;;;3;;3
V225;1822;12;27;1822/12/27;;;Merapi;Java;Indonesia;-7,542;110,442;2947;Stratovolcano;Historical;D1;3;;100;2;;;;2;;3;;3;100;2;;;;2;;3;;3
V226;1823;2;;;;;Kilauea;Hawaiian Is;United States;19,425;-155,292;1222;Shield volcano;Historical;D1;0;L;;1;;;;;;;;;;1;;;;;;;;
V227;1824;;;;;;Shishaldin;Aleutian Is;United States;54,75;-163,97;2857;Stratovolcano;Historical;D1;3;;;;;;;;;;;;;;;;;;;;;
V228;1825;;;;;;Balbi;Bougainville-SW Paci;Papua New Guinea;-5,83;154,98;2715;Stratovolcano;Holocene;U;;P;;3;;;;;;;;;;3;;;;;;;;
V229;1826;10;11;1826/10/11;;;Dieng Volc Complex;Java;Indonesia;-7,2;109,92;2565;Complex volcano;Historical;D1;2;;;2;;;;;;;;;;2;;;;;;;;
V230;1826;10;11;1826/10/11;;;Kelut;Java;Indonesia;-7,93;112,308;1731;Stratovolcano;Historical;D1;3;M;;1;;;65;2;;3;;3;;1;;;65;2;;3;;3
V231;1826;10;;;;;Aso;Kyushu-Japan;Japan;32,88;131,1;1592;Caldera;Historical;D1;2;T;;3;;;;;;;;;;3;;;;;;;;
V232;1827;6;27;1827/6/27;TSU;EQ;Avachinsky;Kamchatka;Russia;53,255;158,83;2741;Stratovolcano;Historical;D1;2;;;;;;;;;;;;;;;;;;;;;
V233;1827;8;9;1827/8/9;;;Avachinsky;Kamchatka;Russia;53,255;158,83;2741;Stratovolcano;Historical;D1;2;;;;;;;;;;;;;;;;;;;;;
V234;1829;;;;;;Guntur;Java;Indonesia;-7,13;107,83;2249;Complex volcano;Historical;D3;2;;;3;;;;;;;;;;3;;;;;;;;
V235;1832;11;1;1832/11/1;;;Etna;Italy;Italy;37,734;15,004;3350;Stratovolcano;Historical;D1;2;L;;2;;;;;;;;;;2;;;;;;;;
V236;1832;12;25;1832/12/25;;;Merapi;Java;Indonesia;-7,542;110,442;2947;Stratovolcano;Historical;D1;3;;32;1;;;;;;;;2;32;1;;;;;;;;2
V237;1833;11;24;1833/11/24;;;Kaba;Sumatra;Indonesia;-3,52;102,62;1952;Stratovolcano;Historical;D2;2;M;126;3;;;;;;;;;126;3;;;;;;;;
V238;1835;1;20;1835/1/20;;;Cosiguina;Nicaragua;Nicaragua;12,98;-87,57;872;Stratovolcano;Historical;D3;5;G,I;;1;;;;;;;;;;1;;;;;;;;
V239;1835;11;1;1835/11/1;;;Banda Api;Banda Sea;Pacific Ocean;-4,525;129,871;640;Caldera;Historical;D1;;;;3;;;;;;2;;2;;3;;;;;;2;;2
V240;1837;9;;;TSU;EQ;Peuet Sague;Sumatra;Indonesia;4,914;96,329;2801;Complex volcano;Historical;D1;;;;;;;;;;;;;;;;;;;;;;
V241;1838;2;26;1838/2/26;;;Gamalama;Halmahera-Indonesia;Indonesia;0,8;127,325;1715;Stratovolcano;Historical;D1;2;T;4;1;;;;;;;;;4;1;;;;;;;;
V242;1839;2;12;1839/2/12;TSU;;Unnamed;Chile-Is;Chile;-33,62;-76,83;-642;Submarine volcano;Uncertain;Unknown;2;;;;;;;;;;;;;;;;;;;;;
V243;1840;2;2;1840/2/2;TSU;EQ;Gamalama;Halmahera-Indonesia;Indonesia;0,8;127,325;1715;Stratovolcano;Historical;D1;2;;;;;;;;;;;;;;;;;;;;;
V244;1840;5;30;1840/5/30;TSU;;Kilauea;Hawaiian Is;United States;19,425;-155,292;1222;Shield volcano;Historical;D1;0;;;;;;;;;1;;;;;;;;;;1;;
V245;1840;;;;;;Tinakula;Santa Cruz Is-SW Pac;Solomon Islands;-10,38;165,8;851;Stratovolcano;Historical;D1;3;P;;3;;;;;;;;;;3;;;;;;;;
V246;1840;;;;;;Savo;Solomon Is-SW Pacifi;Solomon Islands;-9,13;159,82;510;Stratovolcano;Historical;D3;3;P;;3;;;;;;;;;;3;;;;;;;;
V247;1841;4;;;;;Kuchinoerabu-jima;Ryukyu Is;Japan;30,43;130,22;649;Stratovolcano;Historical;D1;2;T;;;;;;;;2;;2;;;;;;;;2;;2
V248;1843;2;8;1843/2/8;TSU;;Liamuiga;W Indies;Saint Kitts and Nevis;17,37;-62,8;1156;Stratovolcano;Radiocarbon;D6;0;;;;;;;;;;;;;;;;;;;;;
V249;1843;2;17;1843/2/17;TSU;;Soufriere Guadeloupe;W Indies;Guadeloupe;16,05;-61,67;1467;Stratovolcano;Historical;D1;;;;;;;;;;;;;;;;;;;;;;
V250;1843;8;;;;;Lamongan;Java;Indonesia;-8;113,342;1651;Stratovolcano;Historical;D3;2;;4;1;;;;;;;;;4;1;;;;;;;;
V251;1843;11;17;1843/11/17;;;Etna;Italy;Italy;37,734;15,004;3350;Stratovolcano;Historical;D1;2;L;56;2;;;;2;;;;;56;2;;;;2;;;;
V252;1845;2;8;1845/2/8;TSU;EQ;Soputan;Sulawesi-Indonesia;Indonesia;1,108;124,725;1784;Stratovolcano;Historical;D1;2;;;;;;;;;;;;118;3;;;;;;2;;3
V253;1845;2;19;1845/2/19;;;Ruiz;Colombia;Colombia;4,895;-75,322;5321;Stratovolcano;Historical;D1;2;M;1000;3;;;;;;;;;1000;3;;;;;;;;
V254;1845;9;2;1845/9/2;;;Hekla;Iceland-S;Iceland;63,98;-19,7;1491;Stratovolcano;Historical;D1;4;;;;;;;;;1;;;;;;;;;;1;;
V255;1846;5;27;1846/5/27;;;Tangkubanparahu;Java;Indonesia;-6,77;107,6;2084;Stratovolcano;Historical;D1;2;;;1;;;;;;;;;;1;;;;;;;;
V256;1846;11;18;1846/11/18;;;E-san;Hokkaido-Japan;Japan;41,8;141,17;618;Stratovolcano;Historical;D3;1;M;;3;;;;;;;;;;3;;;;;;;;
V257;1847;4;9;1847/4/9;;;Fogo;Cape Verde Is;Cape Verde;14,95;-24,35;2829;Stratovolcano;Historical;D1;2;S;;1;;;;;;;;;;1;;;;;;;;
V258;1847;12;4;1847/12/4;;;Dieng Volc Complex;Java;Indonesia;-7,2;109,92;2565;Complex volcano;Historical;D1;2;;;2;;;;;;;;;;2;;;;;;;;
V259;1848;5;16;1848/5/16;;;Kelut;Java;Indonesia;-7,93;112,308;1731;Stratovolcano;Historical;D1;2;M;21;1;;;;;;;800;3;21;1;;;;;;;800;3
V260;1850;;;;;;Rabaul;New Britain-SW Pac;Papua New Guinea;-4,271;152,203;688;Pyroclastic shield;Historical;D1;2;T;;3;;;;;;;;;;3;;;;;;;;
V261;1853;6;24;1853/6/24;;;Niuafo'ou;Tonga-SW Pacific;Tonga;-15,6;-175,63;260;Shield volcano;Historical;D1;0;L;25;1;;;;;;;;;25;1;;;;;;;;
V262;1853;7;13;1853/7/13;;;Mayon;Luzon-Philippines;Philippines;13,257;123,685;2462;Stratovolcano;Historical;D1;3;P;34;1;;;;;;;;1;34;1;;;;;;;;1
V263;1853;10;29;1853/10/29;TSU;;Unnamed;Taiwan-E of;Taiwan;24;121,83;0;Submarine volcano;Historical;D3;2;;;;;;;;;;;;;;;;;;;;;
V264;1854;2;18;1854/2/18;;;Shiveluch;Kamchatka;Russia;56,653;161,36;3283;Stratovolcano;Historical;D1;5;;;;;;;;;1;;;;;;;;;;1;;
V265;1854;2;;;;;Aso;Kyushu-Japan;Japan;32,88;131,1;1592;Caldera;Historical;D1;2;;3;1;;;;;;;;;3;1;;;;;;;;
V266;1856;3;2;1856/3/2;TSU;;Awu;Sangihe Is-Indonesia;Indonesia;3,67;125,5;1320;Stratovolcano;Historical;D1;3;P;2806;4;;;;2;;3;;3;2806;4;;;;2;;3;;3
V267;1856;7;26;1856/7/26;TSU;;Shishaldin;Aleutian Is;United States;54,75;-163,97;2857;Stratovolcano;Historical;D1;;;;;;;;;;;;;;;;;;;;;;
V268;1856;9;25;1856/9/25;;;Komaga-take;Hokkaido-Japan;Japan;42,07;140,68;1140;Stratovolcano;Historical;D1;4;P;20;1;;;;;;;;3;20;1;;;;;;;;3
V269;1857;4;17;1857/4/17;TSU;EQ;Umboi;New Guinea-NE of;Papua New Guinea;-5,589;147,875;1548;Complex volcano;Holocene;U;;;;;;;;;;;;;;;;;;;;;;
V270;1858;1;;;;;Mayon;Luzon-Philippines;Philippines;13,257;123,685;2462;Stratovolcano;Historical;D1;2;P;;1;;;;;;;;;;1;;;;;;;;
V271;1860;4;;;;;Semeru;Java;Indonesia;-8,108;112,92;3676;Stratovolcano;Historical;D1;2;;;;;;;;;1;;;;;;;;;;;;1
V272;1860;8;18;1860/8/18;;;Fuego;Guatemala;Guatemala;14,473;-90,88;3763;Stratovolcano;Historical;D1;2;;;;;;;;;1;;;;;;;;;;1;;
V273;1861;5;7;1861/5/7;;;Dubbi;Africa-NE;Eritrea;13,58;41,808;1625;Stratovolcano;Historical;D3;3;;106;3;;;;;;3;;3;106;3;;;;;;3;;3
V274;1861;5;;;;;Grimsvotn;Iceland-NE;Iceland;64,42;-17,33;1725;Caldera;Historical;D1;2;;;;;;;;;1;;;;;;;;;;1;;
V275;1861;12;29;1861/12/29;;;Makian;Halmahera-Indonesia;Indonesia;0,32;127,4;1357;Stratovolcano;Historical;D1;4;P,I;326;3;;;47;1;;;;3;326;3;;;47;1;;;;3
V276;1863;8;17;1863/8/17;TSU;EQ;Yasur;Vanuatu-SW Pacific;Vanuatu;-19,52;169,425;361;Stratovolcano;Historical;D1;;;;3;;;;;;;;;;3;;;;;;;;
V277;1864;1;3;1864/1/3;;;Kelut;Java;Indonesia;-7,93;112,308;1731;Stratovolcano;Historical;D1;2;M;54;2;;;;;;;;3;54;2;;;;;;;;3
V278;1866;9;12;1866/9/12;TSU;;Ofu-Olosega;Samoa-SW Pacific;United States;-14,175;-169,618;639;Shield volcano;Historical;D3;2;;;;;;;;;;;;;;;;;;;;;
V279;1867;10;21;1867/10/21;;;Zao;Honshu-Japan;Japan;38,15;140,45;1841;Complex volcano;Historical;D2;2;M;3;1;;;;;;;;;3;1;;;;;;;;
V280;1868;4;3;1868/4/3;TSU;EQ;Mauna Loa;Hawaiian Is;United States;19,475;-155,608;4170;Shield volcano;Historical;D1;2;W,M;;;;;;;;1;37;1;77;2;;;;;;2;;3
V281;1868;9;5;1868/9/5;TSU;EQ;Etna;Italy;Italy;37,734;15,004;3350;Stratovolcano;Historical;D1;;;;;;;;;;;;;;;;;;;;;;
V282;1869;7;7;1869/7/7;;;Lewotobi;Lesser Sunda Is;Indonesia;-8,53;122,775;1703;Stratovolcano;Historical;D1;2;;2;1;;;;;;;;;2;1;;;;;;;;
V283;1869;8;;;;;Lamongan;Java;Indonesia;-8;113,342;1651;Stratovolcano;Historical;D3;2;T,A;8;1;;;;;;;;;8;1;;;;;;;;
V284;1870;8;;;;;Ruang;Sangihe Is-Indonesia;Indonesia;2,28;125,425;725;Stratovolcano;Historical;D2;2;;;1;;;;;;;40;1;;1;;;;;;;40;1
V285;1870;;;;;;Aoba;Vanuatu-SW Pacific;Vanuatu;-15,4;167,83;1496;Shield volcano;Historical;D1;2;M;;3;;;;;;3;;3;;3;;;;;;3;;3
V286;1870;;;;;;Iliwerung;Lesser Sunda Is;Indonesia;-8,54;123,59;1018;Complex volcano;Historical;D1;3;;;1;;;;;;;;;;1;;;;;;;;
V287;1871;3;3;1871/3/3;TSU;;Ruang;Sangihe Is-Indonesia;Indonesia;2,28;125,425;725;Stratovolcano;Historical;D2;2;W;;;;;;;;1;;1;400;3;;;;;;2;75;2
V288;1871;4;30;1871/4/30;TSU;EQ;Hibok-Hibok;Mindanao-Philippines;Philippines;9,203;124,673;1332;Stratovolcano;Historical;D2;2;;;1;;;;;;3;;3;;1;;;;;;3;;3
V289;1871;8;7;1871/8/7;;;Gamalama;Halmahera-Indonesia;Indonesia;0,8;127,325;1715;Stratovolcano;Historical;D1;2;T;1;1;;;1;1;;;;;1;1;;;1;1;;;;
V290;1871;12;8;1871/12/8;;;Mayon;Luzon-Philippines;Philippines;13,257;123,685;2462;Stratovolcano;Historical;D1;3;P;3;1;;;;;;;;;3;1;;;;;;;;
V291;1872;4;24;1872/4/24;;;Vesuvius;Italy;Italy;40,821;14,426;1281;Complex volcano;Historical;D2;3;L,G;9;1;;;11;1;;;;;9;1;;;11;1;;;;
V292;1872;11;3;1872/11/3;;;Merapi;Java;Indonesia;-7,542;110,442;2947;Stratovolcano;Historical;D1;4;P,T;200;3;;;;;;3;;3;200;3;;;;;;3;;3
V293;1872;12;;;;;Aso;Kyushu-Japan;Japan;32,88;131,1;1592;Caldera;Historical;D1;3;T;4;1;;;;;;;;;4;1;;;;;;;;
V294;1872;;;;;;Sinarka;Kuril Is;Russia;48,875;154,175;934;Stratovolcano;Historical;D3;4;P;;3;;;;;;;;;;3;;;;;;;;
V295;1873;1;16;1873/1/16;;;Ragang;Mindanao-Philippines;Philippines;7,67;124,5;2815;Stratovolcano;Historical;D2;2;;;1;;;;;;;;;;1;;;;;;;;
V296;1874;7;3;1874/7/3;;;Miyake-jima;Izu Is-Japan;Japan;34,08;139,53;815;Stratovolcano;Historical;D1;3;T;1;1;;;;;;;;;1;1;;;;;;;;
V297;1874;7;19;1874/7/19;;;Taal;Luzon-Philippines;Philippines;14,002;120,993;400;Stratovolcano;Historical;D1;2;;;1;;;;;;;;;;1;;;;;;;;
V298;1875;1;29;1875/1/29;;;Kelut;Java;Indonesia;-7,93;112,308;1731;Stratovolcano;Historical;D1;0;m;;1;;;;;;2;;2;;1;;;;;;2;;2
V299;1875;3;29;1875/3/29;;;Askja;Iceland-NE;Iceland;65,03;-16,75;1516;Stratovolcano;Historical;D2;5;;;;;;;;;1;;;;;;;;;;1;;
V300;1877;2;14;1877/2/14;TSU;EQ;Mauna Loa;Hawaiian Is;United States;19,475;-155,608;4170;Shield volcano;Historical;D1;0;;;;;;;;;;;;;;;;;;;;;
V301;1877;6;25;1877/6/25;;;Cotopaxi;Ecuador;Ecuador;-0,677;-78,436;5911;Stratovolcano;Historical;D2;4;M;340;3;;;;;;;;;340;3;;;;;;;;
V302;1878;1;10;1878/1/10;TSU;;Yasur;Vanuatu-SW Pacific;Vanuatu;-19,52;169,425;361;Stratovolcano;Historical;D1;3;;;;;;;;;;;;;;;;;;;1;;
V303;1878;1;;;TSU;;Rabaul;New Britain-SW Pac;Papua New Guinea;-4,271;152,203;688;Pyroclastic shield;Historical;D1;3;T;1;1;;;;;;;;;1;1;;;;;;;;
V304;1878;2;11;1878/2/11;TSU;EQ;Yasur;Vanuatu-SW Pacific;Vanuatu;-19,52;169,425;361;Stratovolcano;Historical;D1;;;;;;;;;;;;;;;;;;;;;;
